source_id annotation_status protein_id LocusID Genename Function ECNumber Class1 Class2
LLHV30-3 Confirmed 1748 O208_02204 - Prophageportalprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1750 O208_02206 - Prophagemajorcapsidprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1752 O208_02208 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1753 O208_02209 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1755 O208_02211 - Prophagemajortailprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1759 O208_02215 - Prophagetaillengthtape-measureprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1761 O208_02217 - Prophagetailprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1765 O208_02221 - Prophageholin - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1766 O208_02222 - Prophagelysin14-beta-N-acetylmuramidase - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 2680 O208_02280 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 2681 O208_02281 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1854 O208_02309 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1857 O208_02312 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1858 O208_02313 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1859 O208_02314 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1862 O208_02317 - Prophageantirepressorprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1863 O208_02318 - Prophageantirepressorprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1864 O208_02319 - ProphageproteinCrorepressor - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1868 O208_02323 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1869 O208_02324 - Prophagerepressor - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1870 O208_02325 - Prophageproteinintegrase - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1946 O208_02403 - Prophageinfectionprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 965 O208_02475 - Prophageproteintailcomponent - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 966 O208_02476 - Prophagetaillengthtape-measureprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 967 O208_02477 - Prophagetaillengthtape-measureprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 970 O208_02480 - Prophagemajortailprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 975 O208_02485 - Prophagemajorcapsidprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 977 O208_02487 - Prophageportalprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 979 O208_02489 - Prophageterminaselargesubunit - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 981 O208_02491 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 986 O208_02496 - ProphageporteindUTPpyrophosphatase - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 989 O208_02499 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 990 O208_02500 - Prophageprotein  - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 991 O208_02501 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 993 O208_02503 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 994 O208_02504 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 995 O208_02505 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 996 O208_02506 - Prophagereplicationinitiationprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 999 O208_02509 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1000 O208_02510 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1001 O208_02511 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1003 O208_02513 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1004 O208_02514 - Prophageantirepressorprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1005 O208_02515 - Cro-likerepressor - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1008 O208_02518 - Prophageprotein - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1010 O208_02520 - Prophageproteinintegrase - OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 2126 O208_00287 - ProphagelysinN-acetylmuramoyl-L-alanineamidase 3.5.1.28 OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 2043 O208_00352 - ProphagelysinN-acetylmuramoyl-L-alanineamidase 3.5.1.28 OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 2265 O208_01741 - ProphagelysinN-acetylmuramoyl-L-alanineamidase 3.5.1.28 OTHERCATEGORIES Phagerelatedfunctionsandprophages
LLHV30-3 Confirmed 1451 O208_00042 yjgF Nicotinamidase/isochorismatasefamilyprotein 3.3.2.1 OTHERCATEGORIES Siderophorebiosynthesis
LLHV30-3 Confirmed 1410 O208_01050 ykaF Isochorismatase 3.3.2.1 OTHERCATEGORIES Siderophorebiosynthesis
LLHV30-3 Confirmed 2413 O208_01207 ycgH Cysteinehydrolaseisochorismatasefamily 3.3.2.1 OTHERCATEGORIES Siderophorebiosynthesis
LLHV30-3 Confirmed 519 O208_01575 yveA Isochorismatase 3.3.2.1 OTHERCATEGORIES Siderophorebiosynthesis
LLHV30-3 Confirmed 1512 O208_00561 - 3-oxo-5-alpha-steroid4-dehydrogenase 1.3.99.5 OTHERCATEGORIES Steroid
LLHV30-3 Confirmed 1058 O208_00697 ispBouhepS HeptaprenyldiphosphatesynthasecomponentII 2.5.1.30 OTHERCATEGORIES Steroid
LLHV30-3 Confirmed 1059 O208_00698 ynhIouhepS HeptaprenyldiphosphatesynthasecomponentI 2.5.1.30 OTHERCATEGORIES Steroid
LLHV30-3 Confirmed 816 O208_01849 mvaK Mevalonatekinase 2.7.1.36 OTHERCATEGORIES Steroid
LLHV30-3 Confirmed 813 O208_01846 idi Isopentenyl-diphosphatedelta-isomeraseFMN-dependent 5.3.3.2 OTHERCATEGORIES Steroid
LLHV30-3 Confirmed 1617 O208_00482 - Putativetransposase - OTHERCATEGORIES Transposonrelatedfunctions
LLHV30-3 Confirmed 2152 O208_02134 - Conjugativetransposonprotein - OTHERCATEGORIES Transposonrelatedfunctions
LLHV30-3 Confirmed 2156 O208_02138 ardA Conjugativetransposonantirestrictionprotein - OTHERCATEGORIES Transposonrelatedfunctions
LLHV30-3 Confirmed 2280 O208_00011 nisX1 Transposaseandinactivatedderivatives-likeprotein  OTHERCATEGORIES Transposonrelatedfunctions
LLHV30-3 Confirmed 1705 O208_02161 yfjB transposon-relatedprotein  OTHERCATEGORIES Transposonrelatedfunctions
LLHV30-3 Confirmed 198 O208_00029 mobA Relaxase/Mobilisationnucleasedomain - OTHERCATEGORIES 
LLHV30-3 Confirmed 199 O208_00030 mobC mobilizationprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1461 O208_00052 orf PlcBORFXORFPORFBORFAldhgene - OTHERCATEGORIES 
LLHV30-3 Confirmed 1491 O208_00082 yjcF HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2549 O208_00104 ywhB Metallo-phosphoesterase - OTHERCATEGORIES 
LLHV30-3 Confirmed 2557 O208_00112 ywiB GAFdomain-containingproteins - OTHERCATEGORIES 
LLHV30-3 Confirmed 2603 O208_00159 yxaC HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2607 O208_00163 yxbA ATP-bindingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 929 O208_00230 - Lysin - OTHERCATEGORIES 
LLHV30-3 Confirmed 938 O208_00239 ysiD UracilDNAglycosylasesuperfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 872 O208_00311 uppS Isoprenyltransferase - OTHERCATEGORIES 
LLHV30-3 Confirmed 883 O208_00322 ywbB HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2097 O208_00328 soj Sojprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2053 O208_00362 - HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2054 O208_00363 - HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2060 O208_00369 yteB Glycine/D-aminoacidoxidasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2062 O208_00371 yteA DegVdomain-containingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2085 O208_00394 mrnCouytbE Mini-ribonuclease3 - OTHERCATEGORIES 
LLHV30-3 Confirmed 1588 O208_00453 yagB Metal-dependentphosphohydrolaseHDsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1595 O208_00460 yahA HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1603 O208_00468 yahD Alpha/betahydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1604 O208_00469 yaiA Glyoxalasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1650 O208_00515 ybbC HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1660 O208_00525 ybcG Nucleoid-associatedprotein  - OTHERCATEGORIES 
LLHV30-3 Confirmed 1661 O208_00527 ybcH Alpha/betahydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1510 O208_00559 yfhJ Glyoxalasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1524 O208_00573 yfgH HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1525 O208_00574 yidC MembraneproteininsertaseYidC - OTHERCATEGORIES 
LLHV30-3 Confirmed 1544 O208_00593 rpoD RNApolymerasesigmafactor - OTHERCATEGORIES 
LLHV30-3 Confirmed 2167 O208_00610 yjbC HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2203 O208_00646 rrmJ RNAbindingmethyltransferase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1064 O208_00703 ynhD 5-bromo-4-chloroindolylphosphatehydrolysisprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1084 O208_00723 ynfC Glyoxalasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1101 O208_00740 - Glyoxalase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1103 O208_00742 - HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1104 O208_00743 - HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1132 O208_00771 mscS SmallconductancemechanosensitiveionchannelMscSfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1140 O208_00779 ynbD Non-canonicalpurineNTPpyrophosphatase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1141 O208_00780 ynbC phosphoesterase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1142 O208_00781 ynbB CBSdomaincontainingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1183 O208_00822 yejE PredictedRossmannfoldnucleotide-bindingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1240 O208_00880 ymcF Internalin - OTHERCATEGORIES 
LLHV30-3 Confirmed 1252 O208_00892 yljJ TPRrepeat-containingproteintetratricopeptiderepeatfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1295 O208_00935 ylfH HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1315 O208_00955 yldC Glyoxalasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1323 O208_00963 srtA SortaseA - OTHERCATEGORIES 
LLHV30-3 Confirmed 1352 O208_00992 - Hydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1360 O208_01000 ykiG Phosphohydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1361 O208_01001 ykiF HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1415 O208_01055 nrdI RibonucleotidereductionproteinNrdI - OTHERCATEGORIES 
LLHV30-3 Confirmed 2302 O208_01093 ppnK Probableinorganicpolyphosphate/ATP-NADkinase - OTHERCATEGORIES 
LLHV30-3 Confirmed 2331 O208_01122 yddD Glyoxalasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2370 O208_01161 phnE Phosphatase - OTHERCATEGORIES 
LLHV30-3 Confirmed 2394 O208_01185 tex Transcriptionaccessoryprotein(S1RNA-bindingdomain) - OTHERCATEGORIES 
LLHV30-3 Confirmed 2440 O208_01235 yceE HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2445 O208_01240 ycdE Zinc-bindingdehydrogenase - OTHERCATEGORIES 
LLHV30-3 Confirmed 2452 O208_01247 rsfS RibosomalsilencingfactorRsfS - OTHERCATEGORIES 
LLHV30-3 Confirmed 2454 O208_01249 yccH HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2456 O208_01251 yccF RNAbindingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2458 O208_01253 yccE PhosphohydrolaseMutT/nudixfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2468 O208_01263 - Nucleotide-sugardehydratase - OTHERCATEGORIES 
LLHV30-3 Confirmed 2486 O208_01281 - Glyoxalasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2522 O208_01317 ybgD Phosphohydrolase(MutT/nudixfamilyprotein) - OTHERCATEGORIES 
LLHV30-3 Confirmed 572 O208_01342 sufC Iron-sulfurclusterassemblyATPaseproteinSufC - OTHERCATEGORIES 
LLHV30-3 Confirmed 573 O208_01343 sufD Iron-sulfurclusterassemblyproteinSufD - OTHERCATEGORIES 
LLHV30-3 Confirmed 575 O208_01345 yseH Iron-sulfurclusterassemblyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 576 O208_01346 nifU Iron-sulfurclusterassemblyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 578 O208_01348 sufB Iron-sulfurclusterassemblyproteinSufB - OTHERCATEGORIES 
LLHV30-3 Confirmed 608 O208_01380 ysbD DedAprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 614 O208_01386 ysbA HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 64 O208_01435 yrjA HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 66 O208_01437 yriC Alpha/betahydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1793 O208_01443 yxfC RadicalSAMsuperfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1820 O208_01470 - Restrictionenzymemodulatorprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 276 O208_01524 yvhB Acyltransferase/SGNHhydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 281 O208_01530 mscL Large-conductancemechanosensitivechannel - OTHERCATEGORIES 
LLHV30-3 Confirmed 521 O208_01577 yvdG Pyridinenucleotide-disulfideoxidoreductase - OTHERCATEGORIES 
LLHV30-3 Confirmed 543 O208_01601 yvaD Prolyl-tRNAeditingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 547 O208_01605 yvaB Rhodanese-likedomainprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 658 O208_01624 yuiC RNAbindingdomainprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 70 O208_01633 - Histidinetriadfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 74 O208_01637 cutC Copperhomeostasisprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 103 O208_01668 - Histidinetriad(HIT)familyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 138 O208_01702 ytjF PhosphohydrolaseMutT/nudixfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 2248 O208_01724 - YDrepeat(Twocopies) - OTHERCATEGORIES 
LLHV30-3 Confirmed 773 O208_01804 - Lysinedecarboxylasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 786 O208_01818 yeeE ATP/GTPhydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 788 O208_01820 yeeB sugarhydrolase - OTHERCATEGORIES 
LLHV30-3 Confirmed 157 O208_01886 - Lysin - OTHERCATEGORIES 
LLHV30-3 Confirmed 210 O208_01931 yqaC DegVfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 213 O208_01934 cca CCA-addingenzyme - OTHERCATEGORIES 
LLHV30-3 Confirmed 253 O208_01977 ypfF HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 21 O208_02011 ypbG Sugarkinase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1695 O208_02151 yfiE Organichydroperoxideresistanceprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1701 O208_02157 hemKouprmC Releasefactorglutaminemethyltransferase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1763 O208_02219 - Structuralprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2650 O208_02253 rumAouywfF RNAbindingprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 348 O208_02287 mobD Relaxase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1892 O208_02347 - PhosphohydrolaseMutT/nudixfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 1927 O208_02383 yqjE N6-adenine-specificDNAmethylase - OTHERCATEGORIES 
LLHV30-3 Confirmed 1932 O208_02388 yraE HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 1938 O208_02395 yrbB Putativetransglycosylase - OTHERCATEGORIES 
LLHV30-3 Confirmed 2014 O208_02471 yriA O-methyltransferasefamilyprotein[C1] - OTHERCATEGORIES 
LLHV30-3 Confirmed 2274 O208_02473 mobD Relaxase/Mobilisationnucleasedomain - OTHERCATEGORIES 
LLHV30-3 Confirmed 1017 O208_02527 ytgC PhosphohydrolaseMutT/nudixfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 352 O208_02551 cpo Alpha/betahydrolasefamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 361 O208_02560 yicB HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 388 O208_02587 yhjC Rhodanese-likedomainprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 389 O208_02588 yhjB Rhodanese-likedomainprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 415 O208_02614 srtC Sortase - OTHERCATEGORIES 
LLHV30-3 Confirmed 421 O208_02620 yhgB Quinoloneresistanceprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 428 O208_02627 yhfD Phosphotransferase - OTHERCATEGORIES 
LLHV30-3 Confirmed 432 O208_02631 yhfB PhosphoesteraseDHHfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 433 O208_02632 yhfA Phosphatase/phosphohexomutaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 439 O208_02638 yheD HydrolaseHADsuperfamily - OTHERCATEGORIES 
LLHV30-3 Confirmed 441 O208_02640 - PhosphoesteraseDHHfamilyprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 442 O208_02641 yheA CytosolicproteincontainingmultipleCBSdomains - OTHERCATEGORIES 
LLHV30-3 Confirmed 678 O208_02685 ygiJ DNAtopologymodulationprotein - OTHERCATEGORIES 
LLHV30-3 Confirmed 2027 O208_02731 mscL Large-conductancemechanosensitivechannel - OTHERCATEGORIES 
LLHV30-3 Confirmed 1671 O208_00538 yidC MembraneproteininsertaseYidC - OTHERCATEGORIES 
LLHV30-3 Confirmed 2664 O208_02267 ywdC Methyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 1216 O208_00856 ilvC Ketol-acidreductoisomerase 1.1.1.86 OTHERCATEGORIES 
LLHV30-3 Confirmed 1605 O208_00470 yaiB NitrilotriacetatemonooxygenasecomponentB 1.14.14.10 OTHERCATEGORIES 
LLHV30-3 Confirmed 1488 O208_00079 ubiE SAM-dependentmethyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 881 O208_00320 ywbA Methyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 1234 O208_00874 ymdA SAM-dependentmethyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 1254 O208_00894 yljG SAM-dependentmethyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 2428 O208_01223 ycfD SAM-dependentmethyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 2451 O208_01246 yccK Methyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 1794 O208_01444 yxfB SAM-dependentmethyltransferase 2.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 1986 O208_02443 pctAouaguB Putrescinecarbamoyltransferase 2.1.3.6 OTHERCATEGORIES 
LLHV30-3 Confirmed 2195 O208_00638 pbpX Aminoacyltransferase 2.3.2.- OTHERCATEGORIES 
LLHV30-3 Confirmed 302 O208_02044 yohJ Poly(glycerol-phosphate)alpha-glucosyltransferase 2.4.1.52 OTHERCATEGORIES 
LLHV30-3 Confirmed 303 O208_02045 gtf1ouyohH Poly(glycerol-phosphate)alpha-glucosyltransferase 2.4.1.52 OTHERCATEGORIES 
LLHV30-3 Confirmed 3 O208_01993 araB Ribulokinase 2.7.1.16 OTHERCATEGORIES 
LLHV30-3 Confirmed 4 O208_01994 araB Ribulokinase 2.7.1.16 OTHERCATEGORIES 
LLHV30-3 Confirmed 1773 O208_02229 hprK HPrkinase/phosphorylase 2.7.4.- OTHERCATEGORIES 
LLHV30-3 Confirmed 842 O208_01875 thiI ProbabletRNAsulfurtransferase 2.8.1.4 OTHERCATEGORIES 
LLHV30-3 Confirmed 456 O208_02655 yhcG Metal-dependenthydrolase 3.-.-.- OTHERCATEGORIES 
LLHV30-3 Confirmed 595 O208_01366 estAouyscE Tributyrinesterase 3.1.1.- OTHERCATEGORIES 
LLHV30-3 Confirmed 1112 O208_00751 - Sialicacid-specific9-O-acetylesterase 3.1.1.53 OTHERCATEGORIES 
LLHV30-3 Confirmed 722 O208_01752 yfcI Hydroxyacylglutathionehydrolase 3.1.2.6 OTHERCATEGORIES 
LLHV30-3 Confirmed 716 O208_01746 yfdE Myo-inositol-1(Or4)-monophosphatase 3.1.3.25 OTHERCATEGORIES 
LLHV30-3 Confirmed 2461 O208_01256 yccB Glycosidehydrolasefamily25 3.2.1.17 OTHERCATEGORIES 
LLHV30-3 Confirmed 2000 O208_02457 yrgH Muramoyltetrapeptidecarboxypeptidase 3.4.17.13 OTHERCATEGORIES 
LLHV30-3 Confirmed 2388 O208_01179 ycjB O-sialoglycoproteinendopeptidase 3.4.24.57 OTHERCATEGORIES 
LLHV30-3 Confirmed 947 O208_00248 ysjD Nucleotidepyrophosphatase 3.6.1.9 OTHERCATEGORIES 
LLHV30-3 Confirmed 5 O208_01995 araD L-ribulose-5-phosphate4-epimerase 5.1.3.4 OTHERCATEGORIES 
LLHV30-3 Confirmed 6 O208_01996 araA L-arabinoseisomerase 5.3.1.4 OTHERCATEGORIES 
LLHV30-3 Confirmed 1416 O208_01056 nrdE Ribonucleoside-diphosphatereductase 1.17.4.1 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES 2’-deoxyribonucleotidemetabolism
LLHV30-3 Confirmed 1417 O208_01057 nrdF Ribonucleoside-diphosphatereductasesubunitbeta 1.17.4.1 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES 2’-deoxyribonucleotidemetabolism
LLHV30-3 Confirmed 2369 O208_01160 - 2-prime3-prime-cyclic-nucleotide2-prime-phosphodiesterase 3.1.4.16 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES 2’-deoxyribonucleotidemetabolism
LLHV30-3 Confirmed 1297 O208_00937 dcdA dCMPdeaminase 3.5.4.12 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES 2’-deoxyribonucleotidemetabolism
LLHV30-3 Confirmed 1182 O208_00821 dukA Deoxyadenosinekinase/Deoxyguanosinekinase 2.7.1.113 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Nucleotideandnucleosideinterconversions
LLHV30-3 Confirmed 1278 O208_00918 dukB Deoxynucleosidekinase 2.7.1.113 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Nucleotideandnucleosideinterconversions
LLHV30-3 Confirmed 772 O208_01803 dukA Deoxyguanosinekinase 2.7.1.113 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Nucleotideandnucleosideinterconversions
LLHV30-3 Confirmed 1989 O208_02446 cmk Cytidylatekinase 2.7.4.14 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Nucleotideandnucleosideinterconversions
LLHV30-3 Confirmed 561 O208_01620 pyrH Uridylatekinase 2.7.4.22 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Nucleotideandnucleosideinterconversions
LLHV30-3 Confirmed 252 O208_01976 purH BifunctionalpurinebiosynthesisproteinPurH - PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Purineribonucleotidebiosynthesis
LLHV30-3 Confirmed 246 O208_01970 purN Phosphoribosylglycinamideformyltransferase 2.1.2.2 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Purineribonucleotidebiosynthesis
LLHV30-3 Confirmed 241 O208_01964 purF Amidophosphoribosyltransferase 2.4.2.14 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Purineribonucleotidebiosynthesis
LLHV30-3 Confirmed 1789 O208_02247 apt Adeninephosphoribosyltransferase 2.4.2.7 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Purineribonucleotidebiosynthesis
LLHV30-3 Confirmed 1567 O208_00423 hprT Hypoxanthine-guaninephosphoribosyltransferase 2.4.2.8 PURINESPYRIMIDINESNUCLEOSIDESANDNUCLEOTIDES Purineribonucleotidebiosynthesis
